path,emotion,source
sad\Actor_09_03-01-04-02-01-01-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-02-01-01-09.wav
sad\Actor_09_03-01-04-02-01-02-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-02-01-02-09.wav
sad\Actor_09_03-01-04-02-02-01-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-02-02-01-09.wav
sad\Actor_09_03-01-04-02-02-02-09.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-04-02-02-02-09.wav
angry\Actor_09_03-01-05-01-01-01-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-01-01-01-09.wav
angry\Actor_09_03-01-05-01-01-02-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-01-01-02-09.wav
angry\Actor_09_03-01-05-01-02-01-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-01-02-01-09.wav
angry\Actor_09_03-01-05-01-02-02-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-01-02-02-09.wav
angry\Actor_09_03-01-05-02-01-01-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-02-01-01-09.wav
angry\Actor_09_03-01-05-02-01-02-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-02-01-02-09.wav
angry\Actor_09_03-01-05-02-02-01-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-02-02-01-09.wav
angry\Actor_09_03-01-05-02-02-02-09.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-05-02-02-02-09.wav
fearful\Actor_09_03-01-06-01-01-01-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-01-01-01-09.wav
fearful\Actor_09_03-01-06-01-01-02-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-01-01-02-09.wav
fearful\Actor_09_03-01-06-01-02-01-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-01-02-01-09.wav
fearful\Actor_09_03-01-06-01-02-02-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-01-02-02-09.wav
fearful\Actor_09_03-01-06-02-01-01-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-02-01-01-09.wav
fearful\Actor_09_03-01-06-02-01-02-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-02-01-02-09.wav
fearful\Actor_09_03-01-06-02-02-01-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-02-02-01-09.wav
fearful\Actor_09_03-01-06-02-02-02-09.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-06-02-02-02-09.wav
surprised\Actor_09_03-01-08-01-01-01-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-01-01-01-09.wav
surprised\Actor_09_03-01-08-01-01-02-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-01-01-02-09.wav
surprised\Actor_09_03-01-08-01-02-01-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-01-02-01-09.wav
surprised\Actor_09_03-01-08-01-02-02-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-01-02-02-09.wav
surprised\Actor_09_03-01-08-02-01-01-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-02-01-01-09.wav
surprised\Actor_09_03-01-08-02-01-02-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-02-01-02-09.wav
surprised\Actor_09_03-01-08-02-02-01-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-02-02-01-09.wav
surprised\Actor_09_03-01-08-02-02-02-09.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_09\03-01-08-02-02-02-09.wav
neutral\Actor_10_03-01-01-01-01-01-10.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-01-01-01-01-10.wav
neutral\Actor_10_03-01-01-01-01-02-10.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-01-01-01-02-10.wav
neutral\Actor_10_03-01-01-01-02-01-10.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-01-01-02-01-10.wav
neutral\Actor_10_03-01-01-01-02-02-10.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-01-01-02-02-10.wav
happy\Actor_10_03-01-03-01-01-01-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-01-01-01-10.wav
happy\Actor_10_03-01-03-01-01-02-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-01-01-02-10.wav
happy\Actor_10_03-01-03-01-02-01-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-01-02-01-10.wav
happy\Actor_10_03-01-03-01-02-02-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-01-02-02-10.wav
happy\Actor_10_03-01-03-02-01-01-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-02-01-01-10.wav
happy\Actor_10_03-01-03-02-01-02-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-02-01-02-10.wav
happy\Actor_10_03-01-03-02-02-01-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-02-02-01-10.wav
happy\Actor_10_03-01-03-02-02-02-10.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-03-02-02-02-10.wav
sad\Actor_10_03-01-04-01-01-01-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-01-01-01-10.wav
sad\Actor_10_03-01-04-01-01-02-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-01-01-02-10.wav
sad\Actor_10_03-01-04-01-02-01-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-01-02-01-10.wav
sad\Actor_10_03-01-04-01-02-02-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-01-02-02-10.wav
sad\Actor_10_03-01-04-02-01-01-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-02-01-01-10.wav
sad\Actor_10_03-01-04-02-01-02-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-02-01-02-10.wav
sad\Actor_10_03-01-04-02-02-01-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-02-02-01-10.wav
sad\Actor_10_03-01-04-02-02-02-10.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-04-02-02-02-10.wav
angry\Actor_10_03-01-05-01-01-01-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-01-01-01-10.wav
angry\Actor_10_03-01-05-01-01-02-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-01-01-02-10.wav
angry\Actor_10_03-01-05-01-02-01-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-01-02-01-10.wav
angry\Actor_10_03-01-05-01-02-02-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-01-02-02-10.wav
angry\Actor_10_03-01-05-02-01-01-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-02-01-01-10.wav
angry\Actor_10_03-01-05-02-01-02-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-02-01-02-10.wav
angry\Actor_10_03-01-05-02-02-01-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-02-02-01-10.wav
angry\Actor_10_03-01-05-02-02-02-10.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-05-02-02-02-10.wav
fearful\Actor_10_03-01-06-01-01-01-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-01-01-01-10.wav
fearful\Actor_10_03-01-06-01-01-02-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-01-01-02-10.wav
fearful\Actor_10_03-01-06-01-02-01-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-01-02-01-10.wav
fearful\Actor_10_03-01-06-01-02-02-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-01-02-02-10.wav
fearful\Actor_10_03-01-06-02-01-01-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-02-01-01-10.wav
fearful\Actor_10_03-01-06-02-01-02-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-02-01-02-10.wav
fearful\Actor_10_03-01-06-02-02-01-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-02-02-01-10.wav
fearful\Actor_10_03-01-06-02-02-02-10.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-06-02-02-02-10.wav
surprised\Actor_10_03-01-08-01-01-01-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-01-01-01-10.wav
surprised\Actor_10_03-01-08-01-01-02-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-01-01-02-10.wav
surprised\Actor_10_03-01-08-01-02-01-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-01-02-01-10.wav
surprised\Actor_10_03-01-08-01-02-02-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-01-02-02-10.wav
surprised\Actor_10_03-01-08-02-01-01-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-02-01-01-10.wav
surprised\Actor_10_03-01-08-02-01-02-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-02-01-02-10.wav
surprised\Actor_10_03-01-08-02-02-01-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-02-02-01-10.wav
surprised\Actor_10_03-01-08-02-02-02-10.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_10\03-01-08-02-02-02-10.wav
neutral\Actor_11_03-01-01-01-01-01-11.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-01-01-01-01-11.wav
neutral\Actor_11_03-01-01-01-01-02-11.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-01-01-01-02-11.wav
neutral\Actor_11_03-01-01-01-02-01-11.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-01-01-02-01-11.wav
neutral\Actor_11_03-01-01-01-02-02-11.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-01-01-02-02-11.wav
happy\Actor_11_03-01-03-01-01-01-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-01-01-01-11.wav
happy\Actor_11_03-01-03-01-01-02-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-01-01-02-11.wav
happy\Actor_11_03-01-03-01-02-01-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-01-02-01-11.wav
happy\Actor_11_03-01-03-01-02-02-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-01-02-02-11.wav
happy\Actor_11_03-01-03-02-01-01-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-02-01-01-11.wav
happy\Actor_11_03-01-03-02-01-02-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-02-01-02-11.wav
happy\Actor_11_03-01-03-02-02-01-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-02-02-01-11.wav
happy\Actor_11_03-01-03-02-02-02-11.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-03-02-02-02-11.wav
sad\Actor_11_03-01-04-01-01-01-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-01-01-01-11.wav
sad\Actor_11_03-01-04-01-01-02-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-01-01-02-11.wav
sad\Actor_11_03-01-04-01-02-01-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-01-02-01-11.wav
sad\Actor_11_03-01-04-01-02-02-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-01-02-02-11.wav
sad\Actor_11_03-01-04-02-01-01-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-02-01-01-11.wav
sad\Actor_11_03-01-04-02-01-02-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-02-01-02-11.wav
sad\Actor_11_03-01-04-02-02-01-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-02-02-01-11.wav
sad\Actor_11_03-01-04-02-02-02-11.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-04-02-02-02-11.wav
angry\Actor_11_03-01-05-01-01-01-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-01-01-01-11.wav
angry\Actor_11_03-01-05-01-01-02-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-01-01-02-11.wav
angry\Actor_11_03-01-05-01-02-01-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-01-02-01-11.wav
angry\Actor_11_03-01-05-01-02-02-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-01-02-02-11.wav
angry\Actor_11_03-01-05-02-01-01-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-02-01-01-11.wav
angry\Actor_11_03-01-05-02-01-02-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-02-01-02-11.wav
angry\Actor_11_03-01-05-02-02-01-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-02-02-01-11.wav
angry\Actor_11_03-01-05-02-02-02-11.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-05-02-02-02-11.wav
fearful\Actor_11_03-01-06-01-01-01-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-01-01-01-11.wav
fearful\Actor_11_03-01-06-01-01-02-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-01-01-02-11.wav
fearful\Actor_11_03-01-06-01-02-01-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-01-02-01-11.wav
fearful\Actor_11_03-01-06-01-02-02-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-01-02-02-11.wav
fearful\Actor_11_03-01-06-02-01-01-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-02-01-01-11.wav
fearful\Actor_11_03-01-06-02-01-02-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-02-01-02-11.wav
fearful\Actor_11_03-01-06-02-02-01-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-02-02-01-11.wav
fearful\Actor_11_03-01-06-02-02-02-11.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-06-02-02-02-11.wav
surprised\Actor_11_03-01-08-01-01-01-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-01-01-01-11.wav
surprised\Actor_11_03-01-08-01-01-02-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-01-01-02-11.wav
surprised\Actor_11_03-01-08-01-02-01-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-01-02-01-11.wav
surprised\Actor_11_03-01-08-01-02-02-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-01-02-02-11.wav
surprised\Actor_11_03-01-08-02-01-01-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-02-01-01-11.wav
surprised\Actor_11_03-01-08-02-01-02-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-02-01-02-11.wav
surprised\Actor_11_03-01-08-02-02-01-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-02-02-01-11.wav
surprised\Actor_11_03-01-08-02-02-02-11.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_11\03-01-08-02-02-02-11.wav
neutral\Actor_12_03-01-01-01-01-01-12.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-01-01-01-01-12.wav
neutral\Actor_12_03-01-01-01-01-02-12.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-01-01-01-02-12.wav
neutral\Actor_12_03-01-01-01-02-01-12.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-01-01-02-01-12.wav
neutral\Actor_12_03-01-01-01-02-02-12.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-01-01-02-02-12.wav
happy\Actor_12_03-01-03-01-01-01-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-01-01-01-12.wav
happy\Actor_12_03-01-03-01-01-02-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-01-01-02-12.wav
happy\Actor_12_03-01-03-01-02-01-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-01-02-01-12.wav
happy\Actor_12_03-01-03-01-02-02-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-01-02-02-12.wav
happy\Actor_12_03-01-03-02-01-01-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-02-01-01-12.wav
happy\Actor_12_03-01-03-02-01-02-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-02-01-02-12.wav
happy\Actor_12_03-01-03-02-02-01-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-02-02-01-12.wav
happy\Actor_12_03-01-03-02-02-02-12.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-03-02-02-02-12.wav
sad\Actor_12_03-01-04-01-01-01-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-01-01-01-12.wav
sad\Actor_12_03-01-04-01-01-02-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-01-01-02-12.wav
sad\Actor_12_03-01-04-01-02-01-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-01-02-01-12.wav
sad\Actor_12_03-01-04-01-02-02-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-01-02-02-12.wav
sad\Actor_12_03-01-04-02-01-01-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-02-01-01-12.wav
sad\Actor_12_03-01-04-02-01-02-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-02-01-02-12.wav
sad\Actor_12_03-01-04-02-02-01-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-02-02-01-12.wav
sad\Actor_12_03-01-04-02-02-02-12.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-04-02-02-02-12.wav
angry\Actor_12_03-01-05-01-01-01-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-01-01-01-12.wav
angry\Actor_12_03-01-05-01-01-02-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-01-01-02-12.wav
angry\Actor_12_03-01-05-01-02-01-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-01-02-01-12.wav
angry\Actor_12_03-01-05-01-02-02-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-01-02-02-12.wav
angry\Actor_12_03-01-05-02-01-01-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-02-01-01-12.wav
angry\Actor_12_03-01-05-02-01-02-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-02-01-02-12.wav
angry\Actor_12_03-01-05-02-02-01-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-02-02-01-12.wav
angry\Actor_12_03-01-05-02-02-02-12.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-05-02-02-02-12.wav
fearful\Actor_12_03-01-06-01-01-01-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-01-01-01-12.wav
fearful\Actor_12_03-01-06-01-01-02-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-01-01-02-12.wav
fearful\Actor_12_03-01-06-01-02-01-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-01-02-01-12.wav
fearful\Actor_12_03-01-06-01-02-02-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-01-02-02-12.wav
fearful\Actor_12_03-01-06-02-01-01-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-02-01-01-12.wav
fearful\Actor_12_03-01-06-02-01-02-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-02-01-02-12.wav
fearful\Actor_12_03-01-06-02-02-01-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-02-02-01-12.wav
fearful\Actor_12_03-01-06-02-02-02-12.wav,fearful,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-06-02-02-02-12.wav
surprised\Actor_12_03-01-08-01-01-01-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-01-01-01-12.wav
surprised\Actor_12_03-01-08-01-01-02-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-01-01-02-12.wav
surprised\Actor_12_03-01-08-01-02-01-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-01-02-01-12.wav
surprised\Actor_12_03-01-08-01-02-02-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-01-02-02-12.wav
surprised\Actor_12_03-01-08-02-01-01-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-02-01-01-12.wav
surprised\Actor_12_03-01-08-02-01-02-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-02-01-02-12.wav
surprised\Actor_12_03-01-08-02-02-01-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-02-02-01-12.wav
surprised\Actor_12_03-01-08-02-02-02-12.wav,surprised,C:\Documents\hackathon\downloads\RAVDESS\Actor_12\03-01-08-02-02-02-12.wav
neutral\Actor_13_03-01-01-01-01-01-13.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-01-01-01-01-13.wav
neutral\Actor_13_03-01-01-01-01-02-13.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-01-01-01-02-13.wav
neutral\Actor_13_03-01-01-01-02-01-13.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-01-01-02-01-13.wav
neutral\Actor_13_03-01-01-01-02-02-13.wav,neutral,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-01-01-02-02-13.wav
happy\Actor_13_03-01-03-01-01-01-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-01-01-01-13.wav
happy\Actor_13_03-01-03-01-01-02-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-01-01-02-13.wav
happy\Actor_13_03-01-03-01-02-01-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-01-02-01-13.wav
happy\Actor_13_03-01-03-01-02-02-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-01-02-02-13.wav
happy\Actor_13_03-01-03-02-01-01-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-02-01-01-13.wav
happy\Actor_13_03-01-03-02-01-02-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-02-01-02-13.wav
happy\Actor_13_03-01-03-02-02-01-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-02-02-01-13.wav
happy\Actor_13_03-01-03-02-02-02-13.wav,happy,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-03-02-02-02-13.wav
sad\Actor_13_03-01-04-01-01-01-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-01-01-01-13.wav
sad\Actor_13_03-01-04-01-01-02-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-01-01-02-13.wav
sad\Actor_13_03-01-04-01-02-01-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-01-02-01-13.wav
sad\Actor_13_03-01-04-01-02-02-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-01-02-02-13.wav
sad\Actor_13_03-01-04-02-01-01-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-02-01-01-13.wav
sad\Actor_13_03-01-04-02-01-02-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-02-01-02-13.wav
sad\Actor_13_03-01-04-02-02-01-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-02-02-01-13.wav
sad\Actor_13_03-01-04-02-02-02-13.wav,sad,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-04-02-02-02-13.wav
angry\Actor_13_03-01-05-01-01-01-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-01-01-01-13.wav
angry\Actor_13_03-01-05-01-01-02-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-01-01-02-13.wav
angry\Actor_13_03-01-05-01-02-01-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-01-02-01-13.wav
angry\Actor_13_03-01-05-01-02-02-13.wav,angry,C:\Documents\hackathon\downloads\RAVDESS\Actor_13\03-01-05-01-02-02-13.wav
